accno,delref,store_name,rep_code,rep_name,health_score,tier_code,tier_label,tier_emoji,freq_3m,freq_6m,freq_12m,freq_score,visits_6m,visits_per_month,days_since_purchase,cadence_score,n_cats_all,n_cats_12m,cats_12m,basket_score,sku_depth_score,sku_depth_detail,trend_slope_pct,trend_score,is_recovery
KA053,KA053,Archies Furniture & Hardware,NP,Nikhil Panchal,56.1,at_risk,At-Risk,🟠,2.0,1.84,1.58,46.0,5,0.83,2,41.7,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",90.9,68.8,Primers:25.0%; Woodcare:32.0%; Accessories:15.2%; PVA Paints:4.2%; Enamel:14.2%; Floor & Roof Paints:13.5%; General:25.0%; QD Enamel:24.0%; Waterproofing:10.5%; Specialised Coatings:8.3%,-9.02,4.9,False
KH021,KH021/2,Ebrahim Abramjee Traders CC,AC,Aboo Cassim,56.0,narrow,Active but Narrow,🟡,2.34,2.34,3.0,58.5,1,0.17,17,8.3,6,6,"Accessories, Floor & Roof Paints, Primers, QD Enamel, Specialised Coatings, Waterproofing",54.5,58.7,QD Enamel:36.5%; Waterproofing:15.8%; Accessories:3.0%; Floor & Roof Paints:9.5%; Primers:15.0%; Specialised Coatings:8.3%,19.99,100.0,False
KB109,KB109,S.R. Mullas Hardware & Superma,AC,Aboo Cassim,55.8,dormant,Dead / Dormant,🔴,0.0,0.5,0.5,12.5,6,1.0,123,30.0,8,8,"Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Specialised Coatings, Woodcare",72.7,75.8,PVA Paints:4.9%; Enamel:18.0%; Woodcare:56.0%; General:18.8%; QD Enamel:4.8%; Specialised Coatings:16.7%; Primers:7.5%; Putty:25.0%,34.86,100.0,False
KQ008,KQ008,Silver Solution TA QUICK SAVE,NP,Nikhil Panchal,55.5,at_risk,At-Risk,🟠,1.0,0.84,1.0,21.0,5,0.83,16,41.7,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",90.9,90.7,PVA Paints:4.5%; Enamel:15.3%; Waterproofing:31.6%; Woodcare:72.0%; Primers:12.5%; Putty:37.5%; General:18.8%; Accessories:18.2%; QD Enamel:9.6%; Floor & Roof Paints:6.8%,-5.87,20.7,False
KT002,KT002,Thohoyandou Hardware,NP,Nikhil Panchal,55.4,narrow,Active but Narrow,🟡,0.33,0.5,0.75,12.5,3,0.5,74,25.0,7,7,"Enamel, General, Primers, Putty, QD Enamel, Specialised Coatings, Woodcare",63.6,96.2,Enamel:15.8%; Woodcare:60.0%; Putty:37.5%; General:8.3%; QD Enamel:6.7%; Primers:15.0%; Specialised Coatings:25.0%,20.86,100.0,False
KS022,KS022,Super Blue Supermarket,BV,Bhadresh Vallabh,55.3,narrow,Active but Narrow,🟡,0.33,0.5,0.67,12.5,0,0.0,44,0.0,9,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",81.8,84.0,PVA Paints:7.1%; Enamel:16.4%; Floor & Roof Paints:16.2%; Primers:5.0%; Woodcare:56.0%; General:31.2%; Accessories:30.3%; QD Enamel:5.8%; Waterproofing:21.1%,10.87,100.0,False
KD030,KD030,Desai Hardware,AC,Aboo Cassim,55.1,narrow,Active but Narrow,🟡,0.33,0.5,0.92,12.5,5,0.83,25,41.7,8,8,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Specialised Coatings, Woodcare",72.7,59.5,Enamel:13.7%; Specialised Coatings:8.3%; Woodcare:68.0%; Floor & Roof Paints:1.4%; General:8.3%; Primers:12.5%; PVA Paints:0.6%; Accessories:6.1%,58.12,100.0,False
KK006,KK006,Pir and Sons Trd (Kalamazoo),BV,Bhadresh Vallabh,55.0,narrow,Active but Narrow,🟡,0.67,0.67,1.42,16.8,5,0.83,31,41.7,9,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",81.8,91.5,PVA Paints:4.9%; Enamel:19.7%; Floor & Roof Paints:17.6%; Primers:17.5%; Waterproofing:28.9%; Woodcare:68.0%; Accessories:21.2%; QD Enamel:13.5%; General:14.6%,-1.56,42.2,False
KT036,KT036,Tshino Hardware,AP,Amit Patel,55.0,narrow,Active but Narrow,🟡,1.0,0.84,0.58,21.0,4,0.67,53,33.3,9,8,"Accessories, Enamel, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",76.4,45.9,Primers:10.0%; Enamel:8.2%; Waterproofing:10.5%; Woodcare:28.0%; PVA Paints:1.6%; General:14.6%; QD Enamel:3.8%; Accessories:15.2%,87.78,100.0,False
KH049,KH049,Home Build Hardware,NP,Nikhil Panchal,54.8,narrow,Active but Narrow,🟡,0.67,0.5,0.42,12.5,3,0.5,29,25.0,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",90.9,65.5,PVA Paints:2.6%; Floor & Roof Paints:9.5%; General:8.3%; Accessories:15.2%; Enamel:6.0%; Waterproofing:28.9%; Woodcare:44.0%; Putty:37.5%; QD Enamel:6.7%; Primers:5.0%,4.42,72.1,False
KL022,KL022,Lucky Save Hardware,AP,Amit Patel,54.7,at_risk,At-Risk,🟠,1.67,1.17,1.58,29.2,4,0.67,11,33.3,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",90.9,97.6,PVA Paints:6.1%; Enamel:23.0%; Floor & Roof Paints:14.9%; Primers:10.0%; Waterproofing:26.3%; Woodcare:56.0%; Putty:50.0%; Accessories:30.3%; General:18.8%; QD Enamel:8.7%,-9.32,3.4,False
KM027,KM027/25,Jane Furse Cash & Carry,BV,Bhadresh Vallabh,54.6,at_risk,At-Risk,🟠,1.0,1.0,0.5,25.0,29,4.83,11,100.0,9,9,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",81.8,53.9,PVA Paints:3.2%; Enamel:12.6%; Floor & Roof Paints:6.8%; Primers:5.0%; Woodcare:32.0%; QD Enamel:4.8%; Waterproofing:13.2%; Putty:37.5%; Accessories:6.1%,-9.04,4.8,False
KE005,KE005,Easy Build Hardware,NP,Nikhil Panchal,54.6,at_risk,At-Risk,🟠,1.0,1.34,1.58,33.5,1,0.17,10,8.3,11,11,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",100.0,100.0,PVA Paints:23.9%; Primers:25.0%; Enamel:31.7%; Woodcare:72.0%; Floor & Roof Paints:14.9%; Putty:50.0%; QD Enamel:8.7%; Waterproofing:21.1%; Specialised Coatings:25.0%; General:37.5%; Accessories:3.0%,-25.15,0.0,False
KM064,KM064,Masons Home Hardware,AC,Aboo Cassim,54.4,narrow,Active but Narrow,🟡,1.0,1.67,1.75,41.8,1,0.17,11,8.3,9,8,"Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Specialised Coatings, Woodcare",76.4,87.1,PVA Paints:1.6%; Floor & Roof Paints:18.9%; Enamel:22.4%; Specialised Coatings:16.7%; Woodcare:68.0%; General:35.4%; QD Enamel:8.7%; Primers:2.5%,-1.02,44.9,False
KR018,KR018,Sonu Supermarket (Raj),BV,Bhadresh Vallabh,54.4,at_risk,At-Risk,🟠,1.34,1.0,1.25,25.0,6,1.0,8,50.0,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",90.9,89.3,PVA Paints:8.1%; Enamel:16.9%; Floor & Roof Paints:20.3%; Waterproofing:28.9%; Woodcare:76.0%; General:10.4%; Accessories:24.2%; QD Enamel:6.7%; Primers:15.0%; Specialised Coatings:16.7%,-13.43,0.0,False
KS019,KS019/1,S.I.Hardware,NP,Nikhil Panchal,54.3,at_risk,At-Risk,🟠,0.67,0.84,0.92,21.0,28,4.67,43,100.0,9,9,"Accessories, Enamel, General, PVA Paints, Primers, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",81.8,63.3,PVA Paints:3.6%; Enamel:15.8%; Primers:20.0%; Waterproofing:10.5%; Woodcare:28.0%; Specialised Coatings:8.3%; Accessories:24.2%; General:16.7%; QD Enamel:15.4%,-29.54,0.0,False
KJ019,KJ019,Jiva Auto Paints,AC,Aboo Cassim,54.3,narrow,Active but Narrow,🟡,0.67,0.84,0.75,21.0,9,1.5,38,75.0,6,6,"Accessories, Enamel, PVA Paints, Primers, Waterproofing, Woodcare",54.5,43.3,PVA Paints:5.2%; Enamel:16.9%; Woodcare:32.0%; Waterproofing:5.3%; Accessories:3.0%; Primers:2.5%,18.44,100.0,False
KW003,KW003,Wolhuterskop Trading,BV,Bhadresh Vallabh,54.2,narrow,Active but Narrow,🟡,1.0,1.0,1.17,25.0,4,0.67,3,33.3,9,8,"Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Woodcare",76.4,75.3,PVA Paints:7.1%; Enamel:19.1%; Woodcare:52.0%; QD Enamel:5.8%; Primers:17.5%; Floor & Roof Paints:5.4%; Putty:37.5%; General:6.2%,1.66,58.3,False
KG011,KG011,Gani's Mining Services CC,BV,Bhadresh Vallabh,54.2,narrow,Active but Narrow,🟡,2.67,2.34,1.92,58.5,4,0.67,9,33.3,6,6,"Enamel, PVA Paints, Primers, QD Enamel, Specialised Coatings, Woodcare",54.5,38.4,Enamel:11.5%; Primers:5.0%; QD Enamel:3.8%; Woodcare:20.0%; PVA Paints:0.6%; Specialised Coatings:16.7%,6.6,83.0,False
KM127,KM127/1,Myka Trade 2 T A New Builders,BV,Bhadresh Vallabh,53.9,narrow,Active but Narrow,🟡,1.34,1.0,1.08,25.0,5,0.83,28,41.7,9,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",81.8,45.6,PVA Paints:5.8%; Enamel:10.4%; Accessories:9.1%; QD Enamel:14.4%; General:16.7%; Primers:5.0%; Woodcare:28.0%; Floor & Roof Paints:5.4%; Waterproofing:7.9%,3.3,66.5,False
KP005,KP005/2,Patel (Nkomazi Imp. & Exp. CC),BV,Bhadresh Vallabh,53.9,at_risk,At-Risk,🟠,0.67,0.84,0.92,21.0,23,3.83,7,100.0,8,8,"Accessories, Enamel, General, PVA Paints, Putty, QD Enamel, Waterproofing, Woodcare",72.7,78.7,Putty:62.5%; General:12.5%; Accessories:30.3%; Woodcare:32.0%; PVA Paints:0.3%; Enamel:1.1%; Waterproofing:15.8%; QD Enamel:2.9%,-25.81,0.0,False
KB010,KB010,Beras Hardware Wholesaler,BV,Bhadresh Vallabh,53.9,at_risk,At-Risk,🟠,1.67,1.84,2.17,46.0,3,0.5,31,25.0,10,8,"Enamel, Floor & Roof Paints, General, Primers, Putty, QD Enamel, Specialised Coatings, Woodcare",80.0,97.5,Enamel:24.0%; Putty:50.0%; Primers:27.5%; Specialised Coatings:16.7%; Woodcare:60.0%; Floor & Roof Paints:2.7%; QD Enamel:3.8%; General:10.4%,-13.79,0.0,False
KA095,KA095,Akay Build And Save TA,NP,Nikhil Panchal,53.9,at_risk,At-Risk,🟠,1.34,1.5,1.5,37.5,3,0.5,38,25.0,10,9,"Accessories, Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",85.5,79.0,Enamel:12.0%; Putty:37.5%; General:14.6%; QD Enamel:3.8%; Accessories:21.2%; Waterproofing:26.3%; PVA Paints:1.3%; Primers:5.0%; Woodcare:56.0%,-5.69,21.6,False
KL023,KL023,MA Hardware,AP,Amit Patel,53.3,narrow,Active but Narrow,🟡,0.33,0.67,0.75,16.8,4,0.67,29,33.3,9,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",81.8,62.5,PVA Paints:2.6%; Enamel:18.6%; Woodcare:48.0%; General:6.2%; Accessories:18.2%; QD Enamel:6.7%; Waterproofing:28.9%; Primers:10.0%; Floor & Roof Paints:1.4%,3.54,67.7,False
KE035,KE035,Easytile & Sanware,NP,Nikhil Panchal,53.3,narrow,Active but Narrow,🟡,1.67,1.84,1.67,46.0,2,0.33,1,16.7,9,9,"Accessories, Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",81.8,69.7,PVA Paints:14.6%; Enamel:18.6%; Woodcare:32.0%; Putty:37.5%; QD Enamel:9.6%; Waterproofing:21.1%; Accessories:3.0%; General:10.4%; Primers:10.0%,-4.3,28.5,False
KM027,KM027/18,Discount HW Homebuild,BV,Bhadresh Vallabh,53.0,at_risk,At-Risk,🟠,1.0,1.0,0.75,25.0,29,4.83,31,100.0,9,9,"Accessories, Enamel, General, PVA Paints, Primers, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",81.8,48.0,Enamel:9.3%; Primers:2.5%; PVA Paints:1.0%; General:14.6%; Accessories:18.2%; QD Enamel:4.8%; Waterproofing:13.2%; Woodcare:36.0%; Specialised Coatings:8.3%,-36.21,0.0,False
KW004,KW004,Buildware ta Siam Trading,BV,Bhadresh Vallabh,52.9,narrow,Active but Narrow,🟡,1.34,1.0,1.0,25.0,4,0.67,9,33.3,6,6,"Accessories, Enamel, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",54.5,91.6,Enamel:15.8%; Waterproofing:34.2%; Woodcare:48.0%; Accessories:12.1%; QD Enamel:10.6%; Specialised Coatings:16.7%,5.45,77.2,False
KM027,KM027/12,Chief Steel & Hardware,BV,Bhadresh Vallabh,52.9,narrow,Active but Narrow,🟡,1.67,1.17,1.25,29.2,29,4.83,9,100.0,6,6,"Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel, Woodcare",54.5,66.9,Enamel:18.6%; PVA Paints:12.0%; Primers:10.0%; Woodcare:56.0%; QD Enamel:1.0%; Floor & Roof Paints:2.7%,-4.4,28.0,False
KB025,KB025,Balkan Trading CC,AC,Aboo Cassim,52.8,at_risk,At-Risk,🟠,1.0,1.17,2.42,29.2,6,1.0,37,50.0,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",90.9,71.3,PVA Paints:12.9%; Enamel:15.8%; Floor & Roof Paints:24.3%; Primers:10.0%; Waterproofing:15.8%; QD Enamel:4.8%; Accessories:9.1%; Woodcare:44.0%; General:8.3%; Specialised Coatings:33.3%,-32.02,0.0,False
KK038,KK038,Kelly's Hardware,BV,Bhadresh Vallabh,52.7,narrow,Active but Narrow,🟡,0.33,0.5,0.58,12.5,4,0.67,52,33.3,9,7,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Putty, QD Enamel, Woodcare",70.9,55.5,PVA Paints:0.3%; Putty:50.0%; Accessories:9.1%; QD Enamel:11.5%; Floor & Roof Paints:1.4%; Enamel:4.9%; Woodcare:20.0%,79.25,100.0,False
KF035,KF035,Fix It Hardware,NP,Nikhil Panchal,52.6,dormant,Dead / Dormant,🔴,0.0,0.17,0.08,4.2,5,0.83,150,21.7,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",90.9,90.0,PVA Paints:2.9%; Enamel:18.0%; Floor & Roof Paints:9.5%; Primers:10.0%; Waterproofing:31.6%; Woodcare:72.0%; Putty:25.0%; General:31.2%; Accessories:18.2%; QD Enamel:6.7%,0.0,50.0,False
KM027,KM027/5,POWER BUILD,AC,Aboo Cassim,52.5,at_risk,At-Risk,🟠,0.33,0.33,0.33,8.2,29,4.83,63,100.0,2,2,"Enamel, Putty",18.2,100.0,Enamel:16.4%; Putty:37.5%,118.32,100.0,False
KR027,KR027,Easy Hardware,AP,Amit Patel,52.5,at_risk,At-Risk,🟠,0.67,0.67,0.83,16.8,5,0.83,38,41.7,11,11,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",100.0,80.2,Enamel:16.4%; Waterproofing:21.1%; Woodcare:56.0%; Putty:50.0%; General:10.4%; Accessories:24.2%; QD Enamel:9.6%; Floor & Roof Paints:8.1%; Primers:7.5%; Specialised Coatings:16.7%; PVA Paints:0.6%,-92.64,0.0,False
KG027,KG027,Emgwenya Investments Pty Ltd,BV,Bhadresh Vallabh,52.5,at_risk,At-Risk,🟠,1.34,1.34,1.58,33.5,5,0.83,24,41.7,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",90.9,70.8,Primers:35.0%; Enamel:9.3%; Waterproofing:26.3%; Woodcare:40.0%; Accessories:24.2%; QD Enamel:8.7%; Floor & Roof Paints:12.2%; PVA Paints:0.6%; General:12.5%; Specialised Coatings:8.3%,-13.48,0.0,False
KM004,KM004/1,MAGEZI HW WHOLESALE VILLAGE,AP,Amit Patel,52.4,narrow,Active but Narrow,🟡,0.67,0.84,0.5,21.0,4,0.67,16,33.3,7,7,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel, Woodcare",63.6,54.1,Floor & Roof Paints:8.1%; Primers:10.0%; Accessories:12.1%; PVA Paints:1.0%; QD Enamel:22.1%; Enamel:9.3%; Woodcare:32.0%,61.86,100.0,False
KP058,KP058/1,Paint Max,AC,Aboo Cassim,52.4,at_risk,At-Risk,🟠,0.33,0.33,0.5,8.2,10,1.67,37,83.3,5,4,"Enamel, PVA Paints, Putty, Woodcare",40.0,72.5,PVA Paints:10.7%; Enamel:21.3%; Putty:12.5%; Woodcare:28.0%,10.27,100.0,False
KH002,KH002,Handy Joes Hardware,BV,Bhadresh Vallabh,52.2,at_risk,At-Risk,🟠,1.34,1.84,1.58,46.0,5,0.83,9,41.7,8,8,"Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Specialised Coatings, Woodcare",72.7,78.4,PVA Paints:9.7%; Enamel:23.0%; Floor & Roof Paints:20.3%; Woodcare:80.0%; QD Enamel:3.8%; General:4.2%; Specialised Coatings:8.3%; Primers:7.5%,-8.86,5.7,False
KK016,KK016,Faiz Hardware (Pty) Ltd,BV,Bhadresh Vallabh,51.9,at_risk,At-Risk,🟠,1.0,0.84,1.33,21.0,5,0.83,24,41.7,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",90.9,63.8,Enamel:7.7%; Waterproofing:21.1%; Woodcare:56.0%; PVA Paints:2.9%; Accessories:18.2%; QD Enamel:8.7%; Primers:12.5%; Floor & Roof Paints:9.5%; General:10.4%; Putty:12.5%,-5.26,23.7,False
KB071,KB071,Inshebe Props 216 Pty Ltd,NP,Nikhil Panchal,51.8,at_risk,At-Risk,🟠,1.67,1.84,1.67,46.0,0,0.0,7,0.0,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",90.9,87.2,PVA Paints:6.8%; Enamel:12.6%; Waterproofing:23.7%; Woodcare:64.0%; Putty:25.0%; Accessories:27.3%; General:35.4%; QD Enamel:11.5%; Primers:5.0%; Floor & Roof Paints:6.8%,-31.11,0.0,False
KR008,KR008,Shingwedzi B.M.CC,NP,Nikhil Panchal,51.8,at_risk,At-Risk,🟠,1.34,1.34,1.42,33.5,4,0.67,9,33.3,11,7,"Accessories, Enamel, General, PVA Paints, Putty, Waterproofing, Woodcare",78.2,100.0,Putty:75.0%; General:18.8%; PVA Paints:1.0%; Enamel:6.6%; Waterproofing:18.4%; Woodcare:56.0%; Accessories:15.2%,-16.46,0.0,False
KM159,KM159,MTS Hardware,AC,Aboo Cassim,51.8,at_risk,At-Risk,🟠,1.0,1.17,1.25,29.2,5,0.83,25,41.7,8,7,"Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Specialised Coatings, Woodcare",67.3,99.0,Primers:10.0%; Enamel:21.3%; Floor & Roof Paints:20.3%; Woodcare:84.0%; Specialised Coatings:33.3%; PVA Paints:2.3%; General:2.1%,-5.75,21.2,False
KA058,KA058,Acornhoek Hardware,BV,Bhadresh Vallabh,51.7,at_risk,At-Risk,🟠,1.67,1.34,1.42,33.5,2,0.33,4,16.7,9,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",81.8,100.0,Floor & Roof Paints:17.6%; PVA Paints:8.4%; Enamel:26.2%; Primers:15.0%; Waterproofing:34.2%; Woodcare:76.0%; General:29.2%; Accessories:45.5%; QD Enamel:5.8%,-8.31,8.5,False
KM027,KM027/20,Discount Hardware,BV,Bhadresh Vallabh,51.6,at_risk,At-Risk,🟠,0.33,0.84,0.58,21.0,29,4.83,63,100.0,8,8,"Accessories, Enamel, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",72.7,63.8,Enamel:14.2%; Primers:10.0%; Woodcare:28.0%; General:20.8%; Accessories:24.2%; QD Enamel:16.3%; PVA Paints:8.7%; Waterproofing:5.3%,-55.69,0.0,False
KE010,KE010,Easy Build Soweto,NP,Nikhil Panchal,51.5,at_risk,At-Risk,🟠,0.67,1.17,1.0,29.2,2,0.33,17,16.7,11,9,"Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Specialised Coatings, Woodcare",89.1,100.0,PVA Paints:10.0%; Primers:20.0%; Enamel:27.9%; Woodcare:84.0%; Floor & Roof Paints:13.5%; General:33.3%; Putty:37.5%; QD Enamel:8.7%; Specialised Coatings:16.7%,-21.36,0.0,False
KT005,KT005,Delli 786 TATshaulu HW,AP,Amit Patel,51.4,at_risk,At-Risk,🟠,1.0,0.67,0.75,16.8,5,0.83,11,41.7,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",90.9,91.2,Enamel:15.8%; Putty:75.0%; General:14.6%; QD Enamel:1.9%; PVA Paints:2.9%; Primers:7.5%; Waterproofing:21.1%; Woodcare:52.0%; Accessories:30.3%; Floor & Roof Paints:6.8%,-25.69,0.0,False
KS061,KS061/1,SAFARI HARDWARE,AP,Amit Patel,51.3,narrow,Active but Narrow,🟡,0.67,0.67,0.75,16.8,8,1.33,11,66.7,8,8,"Accessories, Enamel, General, Primers, Putty, QD Enamel, Waterproofing, Woodcare",72.7,70.2,Enamel:7.1%; Woodcare:28.0%; Putty:75.0%; Accessories:18.2%; QD Enamel:2.9%; General:4.2%; Primers:2.5%; Waterproofing:2.6%,-3.7,31.5,False
KM152,KM152,Mkhwenyana Hardware,NP,Nikhil Panchal,51.3,at_risk,At-Risk,🟠,1.0,0.84,0.75,21.0,3,0.5,44,25.0,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",90.9,100.0,PVA Paints:13.3%; Enamel:13.1%; Floor & Roof Paints:18.9%; Primers:7.5%; Waterproofing:21.1%; Accessories:18.2%; QD Enamel:4.8%; Woodcare:84.0%; Putty:62.5%; General:8.3%,-74.26,0.0,False
KB100,KB100,Builders Direct Depot Pty Ltd,NP,Nikhil Panchal,51.2,at_risk,At-Risk,🟠,1.34,1.67,1.5,41.8,2,0.33,31,16.7,9,9,"Accessories, Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",81.8,91.2,PVA Paints:7.8%; Primers:15.0%; Enamel:16.4%; Woodcare:48.0%; General:27.1%; QD Enamel:15.4%; Accessories:9.1%; Waterproofing:28.9%; Putty:37.5%,-16.86,0.0,False
KD004,KD004,Discount Hardware,BV,Bhadresh Vallabh,51.1,at_risk,At-Risk,🟠,0.33,0.84,1.0,21.0,5,0.83,44,41.7,10,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Putty, QD Enamel, Waterproofing, Woodcare",85.5,93.2,PVA Paints:6.1%; Enamel:15.3%; Waterproofing:28.9%; Woodcare:52.0%; Putty:50.0%; Accessories:27.3%; General:14.6%; QD Enamel:4.8%; Floor & Roof Paints:10.8%,-95.76,0.0,False
KP058,KP058,Paint Max,AC,Aboo Cassim,51.0,narrow,Active but Narrow,🟡,0.67,0.5,0.42,12.5,10,1.67,35,83.3,5,4,"Enamel, PVA Paints, Putty, Woodcare",40.0,55.6,PVA Paints:9.1%; Enamel:18.0%; Woodcare:16.0%; Putty:12.5%,26.93,100.0,False
KQ011,KQ011,Quick Solutions,AC,Aboo Cassim,50.9,narrow,Active but Narrow,🟡,1.67,2.17,2.08,54.2,0,0.0,8,0.0,8,7,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel, Specialised Coatings",67.3,14.2,PVA Paints:3.9%; Specialised Coatings:8.3%; Enamel:2.2%; Accessories:3.0%; Floor & Roof Paints:1.4%; Primers:5.0%; QD Enamel:1.0%,20.27,100.0,False
KR008,KR008/2,WONDERBUILD HARDWARE,NP,Nikhil Panchal,50.9,at_risk,At-Risk,🟠,1.34,1.5,1.42,37.5,4,0.67,16,33.3,9,9,"Accessories, Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",81.8,79.8,PVA Paints:4.2%; Enamel:18.0%; Waterproofing:13.2%; Woodcare:60.0%; General:16.7%; Accessories:15.2%; QD Enamel:4.8%; Putty:37.5%; Primers:10.0%,-34.09,0.0,False
KA030,KA030,Hassan & Sons Hardware,AC,Aboo Cassim,50.6,narrow,Active but Narrow,🟡,0.33,0.67,0.67,16.8,6,1.0,24,50.0,7,7,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Putty, Woodcare",63.6,32.3,PVA Paints:1.3%; Enamel:3.3%; Putty:37.5%; Floor & Roof Paints:5.4%; Woodcare:4.0%; General:2.1%; Accessories:3.0%,48.94,100.0,False
KS038,KS038,Sams Hardware,AC,Aboo Cassim,50.6,at_risk,At-Risk,🟠,0.33,0.33,0.42,8.2,6,1.0,63,50.0,9,6,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Woodcare",65.5,42.7,PVA Paints:3.9%; Enamel:8.7%; Woodcare:20.0%; General:27.1%; Floor & Roof Paints:1.4%; Accessories:3.0%,42.37,100.0,False
KB046,KB046/1,Powerbuild Express,AP,Amit Patel,50.6,narrow,Active but Narrow,🟡,0.67,0.5,0.25,12.5,5,0.83,32,41.7,8,8,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",72.7,29.6,QD Enamel:7.7%; PVA Paints:4.2%; Enamel:3.3%; Floor & Roof Paints:9.5%; Primers:5.0%; Waterproofing:5.3%; Woodcare:12.0%; Accessories:12.1%,162.01,100.0,False
KA109,KA109,Arham @ Melrose Hardware,AC,Aboo Cassim,50.6,at_risk,At-Risk,🟠,0.33,0.17,0.25,4.2,6,1.0,50,50.0,9,9,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",81.8,66.4,PVA Paints:8.7%; Floor & Roof Paints:14.9%; Primers:22.5%; Enamel:7.7%; Woodcare:36.0%; Specialised Coatings:33.3%; QD Enamel:3.8%; Waterproofing:10.5%; Accessories:12.1%,0.0,50.0,False
